Text,Cipher,IC,Letter_1,Letter_2,Letter_3,Letter_4,Letter_5,Letter_6,Letter_7,Letter_8,Letter_9,Bigram_1,Bigram_2,Bigram_3,Bigram_4,Bigram_5
bxzejxkjrpqcloefjpbicxilkbabzfabtexqfpofdeqxkatexqfptolkdtefzezlropbfpmxqoflqfzxkatefzefpkqvlrzxkklqpefohqefpxkaybxjxkqlabzfabxdxfkpqvlrozlksfzqflkfpqlybxkrknrxifcfbaxkafkbuzrpxyibqoxfqloylqeqlvlropbicxkaqlvlrozlrkqovibqjbkixybivlrxpqebvjxv,ceaser,0.0602510460251046,x,f,q,k,l,b,p,e,z,xk,lr,ef,fp,ka
eypingkhgihidxaqixwwliypuehahudaygjygjbhpohzqexuzlguzylnulwykxppbyuhshxgihxaehahlgkbhexkzbwlakbhuyjgulw,MonoalphabeticSubstitution,0.0563487530934704,h,y,g,u,x,l,i,a,e,hy,yg,gu,ux,xl
lultdryanrliyelsixdsaefnigxassviehneyewrftsux,ColumnarTransposition,0.0515151515151515,e,s,l,i,r,y,a,n,x,es,sl,li,ir,ry
mgrorkuigrrkjjuahzznklgznkxulotbktzoutozoyikxzgotreznkvoutkkx,ceaser,0.0672131147540983,k,o,z,r,u,t,g,n,x,zn,nk,kx,gr,rk
thndexlehhauoitaexereeycvgdwlxdtaabyaywhskenelnx,ColumnarTransposition,0.0585106382978723,e,a,h,x,t,n,d,l,y,ea,ah,hx,xt,tn
wcrnxllsadeamentriaxllouxiltdxtahmxhibixoebyxihftx,ColumnarTransposition,0.0587755102040816,x,l,i,a,t,e,h,r,n,xl,li,ia,at,te
hwssdrnhetdoiuxatewxntroxeakhniaflx,ColumnarTransposition,0.0453781512605042,x,h,n,e,t,a,w,s,d,xh,hn,ne,et,ta
nsotprtaeictxdnmrgaiinnomgiiyaopnrgduixauccrhghuwttxigbniaahrstoineytnrseaahmn,ColumnarTransposition,0.0596070596070596,n,i,a,t,r,g,o,h,s,ni,ia,at,tr,rg
hedtyxonnooxreheaofunelnmjarnfasyvde,ColumnarTransposition,0.0555555555555555,e,n,o,a,h,d,y,x,r,en,no,oa,ah,hd
mbvpeixbfwxusyuwixvcxafepzcxecacfeykcchwchzbiyaczqaebuxmeczepc,MonoalphabeticSubstitution,0.0634584875727128,c,e,x,b,a,z,p,i,f,ce,ex,xb,ba,az
lldnawpdltgixmwxvrhclifntggtgdkiccdrqtgiuchximpxgvmltkteesrgnwhxae,Vigenere,0.0466200466200466,g,t,l,i,x,d,c,n,w,gt,tl,li,ix,xd
ygtgkvrquukdnghqtwuvqugghwtvjgtvjcpqwtmpqyngfigtgcejgurgtjcruygyqwnfgpfwtgqwtucfpguuguykvjitgcvgteqphkfgpegvjcpqwtlqauhqtvjgactgoqogpvuyjgpuqogvjkpipgyjcugpvgtgfkpvqwuuqogvjkpiwpmpqyp,ceaser,0.0724193838947937,g,p,q,u,t,v,j,w,y,vj,gt,tg,wt,qw
kofgnkijvgfvjcvvjghwvwtgkuwpuwtgvjcvuvjgycakvujqwnfdg,ceaser,0.0740203193033381,v,g,j,w,k,u,f,c,n,vj,jc,cv,jg,wt
vsposcdroyxvikbddrkdgokboboaesbondyzbkmdsmogsdryedzbozkbkdsyxkxngsdryedlosxqkvvygondrozbovswsxkbidbskvcdropksvebockxnlydmrocdrkdkbooccoxdskvpybdrodbksxsxqypkwoboloqsxxob,ceaser,0.0725556494787264,o,d,k,s,b,x,r,y,v,dr,bo,ro,kb,sx
mataxneexxitsgxbofroitwnxhsonsyamiutoaix,ColumnarTransposition,0.0602564102564102,x,a,t,i,o,n,s,m,e,xa,at,ti,io,on
whhqjyanpwejhueobnqepbqhokhkjcwoepeowyykilwjeazxupdaseodpkqjzanopwjz,ceaser,0.0531167690956979,e,w,j,p,o,h,q,a,k,eo,qj,an,pw,ep
nltdcevoalseahireosttcfxegttuesxwrfhshoxieietguxdiswcfewwnaiorunrtihnnox,ColumnarTransposition,0.0535993740219092,e,t,i,n,o,s,x,h,r,et,ti,in,no,os
bgnpjpgetrpgqdgrcexojmnqhwzfkzpxedspqixmktwftgjyyqvfyzcxjr,Vigenere,0.0375075620084694,g,p,j,q,x,e,t,r,z,gp,pj,jq,qx,xe
czxywcmcihmqylyuwbicwyvynqyyhufnylhuncpymxywcmcihmqiofxwigyyumsxywcmcihcmnbymyfywncihuhxzilgofuncihizufnylhuncpym,ceaser,0.0742730720606826,y,c,m,i,h,u,n,w,x,ci,ih,yw,cm,hu
kvsbcbsrccfctvoddwbsggqzcgsgobchvsfcdsbgpihcthsbkszccygczcbuohhvsqzcgsrrccfhvohksrcbchgsshvscbskvwqvvogpssbcdsbsrtcfig,ceaser,0.0848906272635086,c,s,b,g,v,h,r,o,k,sb,vs,bc,cb,bs
ndjpgtpaandjlxaatktgwpktudgrtgipxc,ceaser,0.0623885918003565,t,p,g,a,d,n,j,x,k,nd,dj,aa,kt,tg
mpywbmnovevznpvnypkdxkncffzcftfivglpctxzervmmvnmvzmka,Vigenere,0.0537010159651669,v,m,n,p,z,f,k,c,y,vm,mn,np,pz,zf
aoaddtwdawnwaflzwjayzlgxgfwesflgygnwjfsfslagfvwkhglausddqozwfaxafvsesftgjfmflglzwogjdvoalztgglksfvkhmjksfvsfslagfoalzksvvdwkgflzwajtsuck,ceaser,0.0637254901960784,f,a,g,l,s,w,d,z,v,sf,lz,fl,zw,gf
rlexplitexeottscnlndrfhhienigxwtssikueoeaoreeiratxiowqibnemxoraunrdlmxeceetcecsx,ColumnarTransposition,0.0620253164556962,e,x,i,r,t,o,n,l,s,ex,xi,ir,rt,to
npnhteiameybpxdotohnedisuaarsthdeaxinslvhxapeseep,ColumnarTransposition,0.0578231292517006,e,a,n,p,h,s,t,i,x,ea,an,np,ph,hs
wswdeigiwdyksmvsjunidpavcxshevjsryjlsmwiimxllmhu,Vigenere,0.0478723404255319,s,i,w,m,d,v,j,l,e,si,iw,wm,md,dv
qjnwzsrijmcuwlgwphslfwlnwsufcxpqwpqnsufyqlpfycnsb,MonoalphabeticSubstitution,0.0535714285714285,w,s,q,n,l,p,f,c,u,ws,sq,qn,nl,lp
jotuexicfhddirsnexufhstxneaosxteralxsheetx,ColumnarTransposition,0.0615563298490127,e,x,t,s,h,o,u,i,f,ex,xt,ts,sh,ho
pdtwtttwrelnxeeiieriinekuxrhfrhohhenyoxstrthyncorngxeshseioghtaohxeatssfsaglwt,ColumnarTransposition,0.0606060606060606,t,e,h,r,s,n,x,i,o,te,eh,hr,rs,sn
noudxgnlwxineoeiwflevarrrlidwh,ColumnarTransposition,0.0482758620689655,n,l,w,i,e,r,o,d,x,nl,lw,wi,ie,er
yrxguppiapyjqnapyjqfpzqiqnznmignfyuynzrpnunmhqusqjtcqzhncxnrrhyx,MonoalphabeticSubstitution,0.060515873015873,n,q,y,p,r,u,z,x,i,nq,qy,yp,pr,ru
ikdeoiigvoaqdvoadefpgjbuvmtsbnlhbybshgrbfigntusqvwyin,Vigenere,0.0377358490566037,i,b,g,v,d,o,s,n,e,ib,bg,gv,vd,do
kerrjsbxgvjcvbvevxoueueeqeibxgjbvihygjbuerkyujsbxbvehxcz,MonoalphabeticSubstitution,0.0662337662337662,e,b,v,j,x,u,r,g,k,eb,bv,vj,jx,xu
olulpaolykyhurztvrlkuvyyvklhipjfjslspcpunmybnhssfzhcpunopztvulfolkplklhysfzbyyvbuklkifnyllkfylshapclzpadhzhnylhaslzzvuavtl,ceaser,0.062186695569706,l,y,p,h,u,k,z,v,s,lk,ol,kl,lh,yl
insxxowtexuhorxosiitrusunvccninietneahsoxomedatela,ColumnarTransposition,0.0579591836734693,i,n,x,o,e,s,t,u,a,in,nx,xo,oe,es
etnnraotodmtrnhreebhlsvghhexriattbgilgtodnheeaeex,ColumnarTransposition,0.0671768707482993,e,t,h,n,r,a,o,g,d,et,th,hn,nr,ra
fbccsrfsejznkcjzngzkegrr,MonoalphabeticSubstitution,0.0579710144927536,c,r,z,f,s,e,j,n,k,cr,rz,zf,fs,se
hjdkkmjqzsdddqtkhpk,MonoalphabeticSubstitution,0.087719298245614,d,k,h,j,q,m,z,s,t,dk,kh,hj,jq,qm
plncailndyzsgsibwsacjbgbohwjunhbqepscuvihddzwmgihswoppw,Vigenere,0.0417508417508417,s,w,p,i,b,h,n,c,d,sw,wp,pi,ib,bh
afsdniteeovunxaunsiwxbcdetaxpsaegtxcostitolcnrbsx,ColumnarTransposition,0.0510204081632653,s,t,x,a,n,e,i,o,c,st,tx,xa,an,ne
wjcwzjmtrmqbzjeeiyjpjurdouxtrzgwremgcqpmtjxyjpjmcnjzisjpdjpmrib,MonoalphabeticSubstitution,0.0604198668714797,j,m,r,p,z,w,c,t,e,jm,mr,rp,pz,zw
slsrpibvbfruteehgnnrnpjymrnncildiybutushcyzeedqil,Vigenere,0.0408163265306122,n,r,i,e,s,l,b,u,y,nr,ri,ie,es,sl
acpvbhpvdbauukfjcaqjxhvfjhtodvxhefzjlfbzxnjkjixwq,Vigenere,0.0442176870748299,j,v,h,f,x,a,b,c,p,jv,vh,hf,fx,xa
xehahxijujttaomrvbpctnxxnuujgntghapqneaeiinafeaqltyexydix,Vigenere,0.0494987468671679,x,a,e,t,n,i,h,j,u,xa,ae,et,tn,ni
grrznotmyiuskxuatjzunoscnucorrhazcgoz,ceaser,0.051051051051051,r,z,o,u,n,c,g,t,s,rr,no,gr,rz,zn
earnnerbnadmgdxpudyjvgnoonogdagksvrilbwucipcvfjnpargdqgvmyrxxgklx,Vigenere,0.0432692307692307,g,n,r,d,a,x,v,p,o,gn,nr,rd,da,ax
oagnngldtxovxribkhjyxfecbmgcyvxoguzklucbktrptuyqoiwuzyje,Vigenere,0.0324675324675324,o,g,x,y,u,t,b,k,c,og,gx,xy,yu,ut
dmpbfpykcqyjuywqemzwamlrfpypgcqkwbcyp,ceaser,0.0525525525525525,p,y,m,c,q,w,b,f,k,fp,py,cq,yp,dm
vjuayxywjcjgsnyduhqrpmcqfvxwycqhzeyhpqkvgujspvjhjct,Vigenere,0.0462745098039215,j,y,v,c,h,q,u,p,x,jy,yv,vc,ch,hq
tzlqmcphejskpimqrbgtavjxhgmwqrhscxdvqancdwiqsgynynwwwi,Vigenere,0.0349406009783368,q,w,m,c,h,s,i,g,n,qw,wm,mc,ch,hs
alesdhddtheerxnmtanlxoiaheoxnythsas,ColumnarTransposition,0.0588235294117647,a,e,h,s,d,t,x,n,l,ae,eh,hs,sd,dt
eomymhnqvuzfybgimfpypehmutuwqilqreqfbnffqcpwliybcbf,Vigenere,0.0470588235294117,f,q,m,y,b,e,u,i,p,fq,qm,my,yb,be
gukislcihciypeveswcvrokuqqrhltrzvjejwjtwixpechfsvgizpqdg,Vigenere,0.037012987012987,i,c,e,v,g,s,h,p,w,ic,ce,ev,vg,gs
jvaibxvahbyllazbpdptkpgbdhrqcbmvxeyfpumxarvpibmpaltxldz,Vigenere,0.0471380471380471,b,p,a,v,x,l,d,m,i,bp,pa,av,vx,xl
qebmobpbkqtfiiklqilkdbkarob,ceaser,0.0683760683760683,b,k,q,i,o,l,e,m,p,ob,bk,qe,eb,bm
cocioilehrlnekaynnlgvsaxdibliasneswxrxrconapemaeabeslgteweirulikkfyinrsr,ColumnarTransposition,0.0528169014084507,e,i,l,r,n,a,s,c,o,ei,il,lr,rn,na
yjvkzbsnatgtvsrumcnpouegsxdqnmjpjhgugxdekiitdbscqmzii,Vigenere,0.0326560232220609,s,g,i,j,n,t,u,m,d,sg,gi,ij,jn,nt
tobgcriglhzdwdivltdrxpttazgdlyvdlwpdwmmwhjtqdcapsrngjnvzzaxbnca,Vigenere,0.0419866871479774,d,t,g,l,z,w,a,c,r,dt,tg,gl,lz,zw
ozoyznkurjvxgizoikuljkyvuzyzuaykgvgxzulznkvkuvrkzuqkkvznkxkyzotuxjkx,ceaser,0.0842844600526777,k,z,u,v,y,x,o,n,j,zo,yz,zn,nk,ku
oleuacgozluxotyvoxgzouteuarrhkyzgtjotmutznkiuxtkxglzkxznkvgxgjkoygsorkjuctznkyzxkkz,ceaser,0.0631795474581251,k,z,o,u,g,x,t,y,l,xg,zn,nk,eu,ua
baenaxxlwtbtgcgmlzdxqbsrahaowebmhcdxrtnylapphikzijfts,Vigenere,0.0333817126269956,a,b,x,t,l,h,e,n,w,ab,bx,xt,tl,lh
tuiwntzdttuyxvintxvrrydfpgeoaxmjhtfliypsxhrdtagpdbicbgifi,Vigenere,0.0432330827067669,t,i,d,x,y,r,f,p,g,ti,id,dx,xy,yr
ouersrsqdieuohubekofniqfrleb,MonoalphabeticSubstitution,0.0529100529100529,e,o,u,r,s,q,i,b,f,eo,ou,ur,rs,sq
izqfkequnlhvooyuqumoycqhyrxuqoqpeujnzscqkjdjaamimdxyutnrd,Vigenere,0.0432330827067669,q,u,o,y,n,m,j,d,i,qu,uo,oy,yn,nm
jsyyheyqjbcsueqlzuejcbwoqgdkeordkunmbpuhryijlwsqwzmbpelc,Vigenere,0.0389610389610389,e,j,y,q,b,u,s,c,l,ej,jy,yq,qb,bu
shshfolnaaripswbexhrrnrsoeeititoiuidfeeeenddx,ColumnarTransposition,0.0595959595959596,e,i,s,r,h,o,n,d,f,ei,is,sr,rh,ho
aqxuquqewqxulbwdumwxuqxdlbracmwcrkavlufaupfljlakhtejwbdmqxvhdjxk,MonoalphabeticSubstitution,0.0520833333333333,u,q,x,a,w,l,d,b,m,uq,qx,xa,aw,wl
mgoomaiomltiidnhexlladhlsnwtim,ColumnarTransposition,0.0597701149425287,m,i,l,o,a,t,d,n,h,mi,il,lo,oa,at
uluhojycuyjxydajxqjycwujjydwebtqdtwhqtkqbboweydwjejxuwhqluiecujxydwubiuxqffudi,ceaser,0.0632700632700632,u,j,y,w,d,q,x,e,b,jx,yd,jy,dw,lu
coxrsc,Vigenere,0.0666666666666666,c,o,x,r,s,,,,,co,ox,xr,rs,
rpjwmazeejzbyzcqcdervj,MonoalphabeticSubstitution,0.0476190476190476,j,z,e,r,c,p,w,m,a,jz,ze,er,rc,cp
isnnuechqltydpryzychtjreisujuepuolnsfrbigsfytgrqffqnxvxwigwftoo,Vigenere,0.0363543266769073,f,i,s,n,u,t,y,r,e,fi,is,sn,nu,ut
ipvthseixhtmrwlxsmgwdhslq,MonoalphabeticSubstitution,0.04,h,s,i,t,x,m,w,l,p,hs,si,it,tx,xm
niohehgrhrwtsahtdaeniiihllrerwvdclsdawtaieehdyaeienwautxtvuenosxutfsvtne,ColumnarTransposition,0.0575117370892018,e,t,i,h,a,n,r,w,s,et,ti,ih,ha,an
uinocviuirkoonohsijuijkhonprnqefrrbjdojdiiocarsyuijdojuohjnpasontrkybsiyurxrffqraobyuahqoonjsopjbdocqk,MonoalphabeticSubstitution,0.0613473112017084,o,i,r,j,u,n,s,k,h,oi,ir,rj,ju,un
jkyzoteoytuzgsgzzkxulingtikozoygsgzzkxulinuoikozoytuzgznotmzuhkcgozkjluxozoygznotmzuhkginokbkj,ceaser,0.0798444291924044,z,o,k,g,u,t,y,i,n,zo,oy,gz,oz,ot
sertbnsxwdrheccxfetaldeseieeailxcogvdewxerntondofshbdtnetraeoiaxeteoahtd,ColumnarTransposition,0.0684663536776212,e,t,d,x,a,o,s,r,n,et,td,dx,xa,ao
msdmtcznkhbbsmsvxmscrtmooetcmmaetpeevsmkobwexchjgpwtlxsvzs,Vigenere,0.0556563823351482,m,s,t,e,c,b,v,x,o,ms,st,te,ec,cb
bxvnynabxwbjanenahmnlrbrenfqnwrclxvnbcxjexrmrwpmnlrbrxwb,ceaser,0.074025974025974,n,b,r,x,w,a,e,m,l,bx,xv,vn,na,xw
yflzyemtueimntvntueimnyomniylmvnqyleyfxpylimqeimjimmslim,MonoalphabeticSubstitution,0.0805194805194805,m,y,i,l,e,n,t,f,u,my,yi,il,le,en
ngsrxrthmauolgxeheirtrbndehscxruooxdtohx,ColumnarTransposition,0.0551282051282051,r,x,h,o,t,e,n,g,s,rx,xh,ho,ot,te
rykhkqxykcefsykoukllbkdxwnlrdmwqfhgusussgmouiwsfwy,Vigenere,0.0465306122448979,k,s,y,u,w,f,l,r,h,ks,sy,yu,uw,wf
whnumpahfrhnpbeeunmgxoxkrhnklxey,ceaser,0.0463709677419354,h,n,e,x,u,m,p,r,k,hn,rh,wh,nu,um
xrnceznzghnwedzgmxnqjphsceagndbxqfmchhxqexvqdcadfndnm,Vigenere,0.0551523947750362,n,x,d,c,e,h,q,z,g,nx,xd,dc,ce,eh
dcqirmlxqalmvzclhdtqalgih,MonoalphabeticSubstitution,0.05,l,q,d,c,i,m,a,h,r,lq,qd,dc,ci,im
vehcjxuxqryjevcqaydwtusyiyedimxudoekhifyhyjyivhuixjebujtqhaceetibuqtyibyausxeeiydwsemqhtijeseccqdtqhcyui,ceaser,0.0593726661687826,e,y,i,u,h,q,c,j,t,je,yi,qh,hc,xu
wbczobtweberxytgdomxzbamyvllnywsxcsycjtppvzeyximnwsj,Vigenere,0.0392156862745098,y,w,b,x,c,z,t,e,m,yw,wb,bx,xc,cz
meceaateoetirdtyasiioteotteotorhtgbtsstntinylgesismiaubedeannhunmuarohmf,ColumnarTransposition,0.0684663536776212,t,e,a,o,i,s,n,m,r,te,ea,ao,oi,is
jphimsjpsjpgcydjycqkcugttguqyhwikkcpqljspqdjpsuzya,MonoalphabeticSubstitution,0.0546938775510204,j,p,s,c,y,q,g,k,u,jp,ps,sc,cy,yq
lrhtcgcahawhgcjccaroghaw,MonoalphabeticSubstitution,0.0978260869565217,c,h,a,g,r,w,l,t,j,ch,ha,ag,gr,rw
wwgdhmfxllnujrynminmcobeurkpoodacvnipdtthnvqvzxxiuxqhv,Vigenere,0.0328441649196366,n,x,v,d,h,m,u,i,o,nx,xv,vd,dh,hm
etolmurrikqjkajbtolwcsqfj,MonoalphabeticSubstitution,0.03,j,t,o,l,r,k,q,e,m,jt,to,ol,lr,rk
eelhxhmatxraugxalouxedtexecloesidhxnxahr,ColumnarTransposition,0.0717948717948717,x,e,h,a,l,t,r,u,o,xe,eh,ha,al,lt
qbhogoerrqfqbhog,ceaser,0.0833333333333333,q,o,b,h,g,r,e,f,,qb,bh,ho,og,go
nnplsdsetdirsygeoemgtoaaabbraaeemdexehethalseiaofrndeyedlatdenhondeerhmn,ColumnarTransposition,0.0762910798122065,e,a,d,n,s,t,r,o,h,ea,ad,dn,ns,st
rvagrmumahyvariujchkqaxlhgybrehlbzrmtjmxylwgbeojyezvc,Vigenere,0.0406386066763425,r,a,m,h,y,v,g,j,l,ra,am,mh,hy,yv
eyzsrwcsdzglygxwxqoxbkxywsdq,MonoalphabeticSubstitution,0.0502645502645502,x,y,s,w,z,d,g,q,e,xy,ys,sw,wz,zd
alytntdyzelypqqpnetgpwzyrepcxzcrlytktyrdecleprj,ceaser,0.061054579093432,y,t,e,p,l,r,z,c,n,ly,yt,yr,ep,al
tyhuyqvxymjnvumjelvndxnvmpjdygvqimjdnjrlmpmjxnjrccmqwjrncmjmqjrdmndvqpnvgrgyqjuyortytynhgmqwdmnirtbjdy,MonoalphabeticSubstitution,0.0630945447485925,m,j,n,y,q,v,d,r,t,mj,jn,ny,yq,qv
sayebheaonnruiadenaeicnxpeestsnxmlhftshxrtrlnaex,ColumnarTransposition,0.0611702127659574,e,n,a,s,x,h,r,t,i,en,na,as,sx,xh
iqtduiivbyuiqmqoedjxumydwievjycu,ceaser,0.0584677419354838,i,u,q,d,y,v,m,e,j,iq,ui,qt,td,du
nnrweaxoeudnateedohkervnntnhmsheibn,ColumnarTransposition,0.0739495798319327,n,e,h,r,a,o,d,t,w,ne,eh,hr,ra,ao
heoxsbnxtroxodwxtawxmaonarbllere,ColumnarTransposition,0.0604838709677419,x,o,e,r,a,b,n,t,w,xo,oe,er,ra,ab
fxxuisumomvuiugovufmfxo,MonoalphabeticSubstitution,0.0948616600790513,u,f,x,m,o,i,v,s,g,uf,fx,xm,mo,oi
oaxvjbqhcrvrmpraurqjmknlxvnjfxvjwxoanbxudcnlqjajlcnafqxlxdumwxuxwpnaknoarpqcnwnmkhcqnbcadppunfrcqcaxdkunb,ceaser,0.0549450549450549,n,x,a,c,q,j,r,u,p,oa,xv,nb,cn,ax
qcdifjitqavjstatuxuxnmmahnhgezidmkrjtkexphyzenziitllyah,Vigenere,0.0377104377104377,i,t,a,h,j,x,n,m,e,it,ta,ah,hj,jx
qcaacbgsbgsrcsgbchogyobwadcggwpzsqvsggpcofrpihhoysghvscbspstcfswhobrdzomghvsuoas,ceaser,0.0683544303797468,s,g,c,o,b,h,a,p,r,sg,ho,vs,cb,bg
rfcoscqrdmpacpryglrwzjmaiqrfcqcypafdmpkcylgleslacpryglrwgqrfctcpwamlbgrgmlrmgkncjkylrmsldmjbfgqnmucpq,ceaser,0.058019801980198,r,c,m,l,g,p,q,f,a,cp,lr,rf,fc,qr
mjccymkbjxwvyjcreknkrqsrbbxcxeygasfiipbkmiygpbstcdun,Vigenere,0.0407239819004524,c,b,y,k,m,j,x,r,s,cb,by,yk,km,mj
utbzxerkawrldyvuglvzruvtuknjyznlnwrpbnnysyqsrwgtdnbqo,Vigenere,0.0435413642960812,n,r,u,y,t,b,z,w,l,nr,ru,uy,yt,tb
inxycrkxkotthrncotghagkf,MonoalphabeticSubstitution,0.0471014492753623,k,t,n,x,c,r,o,h,g,kt,tn,nx,xc,cr
effrciletthpdxnesepdedstaylotrftuexrheelixinaypahpjeehenxoisovdoopnaht,ColumnarTransposition,0.0592132505175983,e,t,h,p,o,i,d,x,n,et,th,hp,po,oi
owskdckdichmvzhfmjtaddmdczevwgakhhvdmmdvxmismhhezvvhgvsuatz,MonoalphabeticSubstitution,0.0625365283459964,d,h,m,v,z,s,k,c,a,dh,hm,mv,vz,zs
hzncpdzfybqzhrybdmmdwznfmqdljmicilfvcidajtlqcwdyleduylygknfcdq,Vigenere,0.0486515071390798,d,c,y,l,z,f,q,m,n,dc,cy,yl,lz,zf
oertayfootreeetbdxrdreouloxhuttauasxantwlqrtxhfselolrxdeerveyoxrruhcbpowceiahoemx,ColumnarTransposition,0.0635802469135802,e,o,r,t,x,a,u,l,h,eo,or,rt,tx,xa
reafiatiettsfbrnwrnnseurextlegheikbrnioufirhoiitreuxoodocshttohqx,ColumnarTransposition,0.0600961538461538,r,e,i,t,o,n,h,f,s,re,ei,it,to,on
bfwkbdltqvtlwlaeritvopcuetleyvhsrtkiefxjupkgsbbtuejorikyley,Vigenere,0.0426651081239041,t,e,l,b,k,v,r,i,u,te,el,lb,bk,kv
hslewzypwtypddtdxzcpwzypwjeslyotdecfde,ceaser,0.0611664295874822,d,e,w,y,p,z,t,s,l,yp,pw,sl,wz,zy
hkhgfpgjjwsnhsmpzsubtxdiimcztpbowdnjahgvqbwemsehrxelkbkfjn,Vigenere,0.0332728372655777,h,j,s,b,k,g,p,w,n,hj,js,sb,bk,kg
bqdtqzdwiydsxsnssdzmiizodqnsmqnfedttnsjxjeiwirrnzdxsm,MonoalphabeticSubstitution,0.0631349782293178,d,s,i,n,q,z,t,x,m,ds,si,in,nq,qz
vbzbzgbvsxfssxbkxfcbtoqs,MonoalphabeticSubstitution,0.0797101449275362,b,s,x,v,z,f,g,k,c,bs,sx,xv,vz,zf
rohnntafeadojgxeemaxnneyxuttni,ColumnarTransposition,0.0597701149425287,n,e,t,a,x,o,r,h,f,ne,et,ta,ax,xo
asaaiabdkyriainxrddxusaxcshxgmrxnsoxmtes,ColumnarTransposition,0.0653846153846153,a,x,s,i,d,r,n,m,b,ax,xs,si,id,dr
bsmmrcazaoqauozvutyabstrzeysnlwldpdauouzzegmaybfrufl,Vigenere,0.0452488687782805,a,z,u,b,s,m,r,o,y,az,zu,ub,bs,sm
trarihsonnsxengnbxhyexwxhemcootlheyxoeoonm,ColumnarTransposition,0.065040650406504,o,n,x,e,h,t,r,s,y,on,nx,xe,eh,ht
mxifyhahgpizpvfouvvsmtajatapipjuvawjlsvizjamnhkyultsfehclqlpp,Vigenere,0.0442622950819672,a,p,v,i,h,j,l,m,f,ap,pv,vi,ih,hj
ohvanucsreenediclnvhcyrysleufteeowrouoef,ColumnarTransposition,0.0576923076923076,e,o,n,u,c,r,h,v,s,eo,on,nu,uc,cr
varirelntrgurivyrfgfcrpvzrafbsuhznaanghernergborsbhaqnzbatqrzntbthrf,ceaser,0.064091308165057,r,a,n,b,t,g,f,z,h,ri,nt,rg,rf,zn
irynsbgvuaugkzebigeyzbwagnnpwutggagbtgqiogjrsuhfloggjr,Vigenere,0.060796645702306,g,b,u,i,r,n,a,y,s,gb,bu,ui,ir,rn
fdbqxifqqibxkdovxylrqqefpefdeexkabapzoxmmfkdlcqebillhlcqefkdptexqbipbexsbtbqldlyveltbipbzxkqebxsboxdbmboplkclojxklmfkflklcxdfoippbkpblcsxirbplobsbklcebozexpqfqvbuzbmqyvqebillhplcebozlkarzq,ceaser,0.0621799977244282,b,l,q,x,e,k,p,f,o,lc,qe,eb,xk,ex
bgwhnumyxtkblmaxphklmhyikhiaxml,ceaser,0.053763440860215,h,m,x,k,l,b,y,a,i,lm,ax,bg,gw,wh
fyatftqejjqpxlttbfjjzxavwhoktqznvhzrcbbqkysuisrbcfkvyky,Vigenere,0.039057239057239,t,f,y,q,j,b,k,z,v,tf,fy,yq,qj,jb
jghsgzqlxhrwutqfuporkipartiukrutfekvjtdcgifnovtwutzfpjuao,Vigenere,0.0413533834586466,u,t,r,f,j,g,p,o,k,ut,tr,rf,fj,jg
kdlktdnnpxtnbsunotmgthdcyrteemywqyntmdkvxcbetxpqljnkujvta,Vigenere,0.0469924812030075,t,n,k,d,x,m,y,e,l,tn,nk,kd,dx,xm
lhronkghyrxvnhjlpwvnremrxfuloaemuoqfmvspjlbgijgkwpwrfhkvt,Vigenere,0.0363408521303258,r,l,h,v,o,n,k,g,j,rl,lh,hv,vo,on
ucplszjjnfbpiyajzuuittxbcy,MonoalphabeticSubstitution,0.04,u,j,c,p,z,b,i,y,t,uj,jc,cp,pz,zb
uqkvzaxxmsiybbyfjqfmivfbysf,MonoalphabeticSubstitution,0.0512820512820512,f,y,b,q,v,x,m,s,i,fy,yb,bq,qv,vx
gomwdfyrenykmuvikzilkygoy,MonoalphabeticSubstitution,0.0433333333333333,y,k,g,o,m,i,w,d,f,yk,kg,go,om,mi
oexyygygymcmhtxsvmkiyxwosynxmwcopgxgxyrzcxvkiziakwgx,Vigenere,0.0625942684766214,x,y,g,m,o,c,k,i,w,xy,yg,gm,mo,oc
yznkzmvozydnzvnznmzlpdmzyznkzmvozmzhzydzn,ceaser,0.1426829268292682,z,n,m,y,v,d,k,o,l,zn,zm,zy,mz,yz
zfxtedpvyhggohdpmqhmlhpphpwmqhszvmlhppesgwppnqedemqezejm,MonoalphabeticSubstitution,0.0688311688311688,p,h,e,m,q,z,d,g,v,ph,he,em,mq,qz
xqvvyfpfxhvqswiurovdtwqvjddhvzvntwetfthvvkyvqkjygjnyzithjuvqtjinevqvpetfqinvddbvojntfkffdvnhvqukfjr,MonoalphabeticSubstitution,0.0645227788084931,v,q,f,t,j,d,n,h,y,vq,qf,ft,tj,jd
utumehjihpdihszdwsqjmckhyewllwlzhy,MonoalphabeticSubstitution,0.0445632798573975,h,w,l,u,m,e,j,i,d,hw,wl,lu,um,me
gfuhseetoxiatekprrvxttdnfsgguxmoyrflntyxanneleinoxanbtartsmxiileouehlrniupirmoex,ColumnarTransposition,0.0518987341772151,e,t,x,n,i,r,o,u,a,et,tx,xn,ni,ir
mxwwbuynrapredalguypgmtqfupmmtdrifszgjntvvmxojljxfnw,Vigenere,0.0339366515837104,m,x,w,u,n,r,p,g,t,mx,xw,wu,un,nr
